actual_completion_time,rf_predicted_completion_time,nn_predicted_completion_time,actual_orders_per_step,rf_predicted_orders_per_step,nn_predicted_orders_per_step,actual_robot_efficiency,rf_predicted_robot_efficiency,nn_predicted_robot_efficiency,actual_completion_rate,rf_predicted_completion_rate,nn_predicted_completion_rate,num_robots,num_workstations,order_density,robot_density
3164,1648.2652142857146,2036.0844,0.1245259165613147,0.1250645190272683,0.102836385,0.0049810366624525,0.005704864171600541,0.0060769217,0.9752475247524752,0.9611508431889223,0.94879496,25,6,0.3,0.18518518518518517
2900,1648.2652142857146,2036.0844,0.1282758620689655,0.1250645190272683,0.102836385,0.0051310344827586,0.005704864171600541,0.0060769217,0.992,0.9611508431889223,0.94879496,25,6,0.3,0.18518518518518517
2998,1648.2652142857146,2036.0844,0.133422281521014,0.1250645190272683,0.102836385,0.0053368912608405,0.005704864171600541,0.0060769217,0.9803921568627452,0.9611508431889223,0.94879496,25,6,0.3,0.18518518518518517
329,139.39644047619046,76.44597,0.1489361702127659,0.09911858919723318,0.123356216,0.0040253018976423,0.0026690104656524154,0.0050519994,0.8448275862068966,0.4093601132312847,0.8159376,37,2,0.05,0.2740740740740741
348,139.39644047619046,76.44597,0.1235632183908046,0.09911858919723318,0.123356216,0.0033395464429947,0.0026690104656524154,0.0050519994,0.7678571428571429,0.4093601132312847,0.8159376,37,2,0.05,0.2740740740740741
307,139.39644047619046,76.44597,0.1400651465798045,0.09911858919723318,0.123356216,0.0037855445021568,0.0026690104656524154,0.0050519994,0.9148936170212766,0.4093601132312847,0.8159376,37,2,0.05,0.2740740740740741
584,355.2288928571428,353.02832,0.172945205479452,0.17721470291830813,0.12478026,0.0046741947426878,0.0048524588352808215,0.0051712324,0.9017857142857144,0.8589679045858195,0.83548605,37,2,0.1,0.2740740740740741
783,355.2288928571428,353.02832,0.1787994891443167,0.17721470291830813,0.12478026,0.004832418625522,0.0048524588352808215,0.0051712324,0.9790209790209792,0.8589679045858195,0.83548605,37,2,0.1,0.2740740740740741
750,355.2288928571428,353.02832,0.1773333333333333,0.17721470291830813,0.12478026,0.0047927927927927,0.0048524588352808215,0.0051712324,0.9568345323741008,0.8589679045858195,0.83548605,37,2,0.1,0.2740740740740741
1413,721.7811904761905,906.1923,0.1769285208775654,0.20437979919101462,0.12762839,0.0047818519156098,0.005447462984223109,0.0054096966,0.946969696969697,0.9474550324038123,0.874583,37,2,0.2,0.2740740740740741
1318,721.7811904761905,906.1923,0.180576631259484,0.20437979919101462,0.12762839,0.0048804494934995,0.005447462984223109,0.0054096966,0.9794238683127572,0.9474550324038123,0.874583,37,2,0.2,0.2740740740740741
1252,721.7811904761905,906.1923,0.1932907348242811,0.20437979919101462,0.12762839,0.0052240739141697,0.005447462984223109,0.0054096966,0.937984496124031,0.9474550324038123,0.874583,37,2,0.2,0.2740740740740741
2182,1017.1741666666669,1459.3567,0.1700274977085243,0.2076473511850647,0.13047649,0.004595337775906,0.005711095493812447,0.0056481618,0.9840848806366048,0.9489018336657205,0.9136799,37,2,0.3,0.2740740740740741
1863,1017.1741666666669,1459.3567,0.1900161030595813,0.2076473511850647,0.13047649,0.0051355703529616,0.005711095493812447,0.0056481618,0.9365079365079364,0.9489018336657205,0.9136799,37,2,0.3,0.2740740740740741
1987,1017.1741666666669,1459.3567,0.1887267237040765,0.2076473511850647,0.13047649,0.0051007222622723,0.005711095493812447,0.0056481618,0.9615384615384616,0.9489018336657205,0.9136799,37,2,0.3,0.2740740740740741
387,166.2372341269841,63.58794,0.1524547803617571,0.113808378441207,0.123264655,0.0041203994692366,0.0029746941859430144,0.005046642,0.7662337662337663,0.5050307358567143,0.8150255,37,3,0.05,0.2740740740740741
343,166.2372341269841,63.58794,0.1486880466472303,0.113808378441207,0.123264655,0.0040185958553305,0.0029746941859430144,0.005046642,0.8095238095238095,0.5050307358567143,0.8150255,37,3,0.05,0.2740740740740741
263,166.2372341269841,63.58794,0.1406844106463878,0.113808378441207,0.123264655,0.0038022813688212,0.0029746941859430144,0.005046642,0.74,0.5050307358567143,0.8150255,37,3,0.05,0.2740740740740741
710,398.5705357142857,340.1701,0.1591549295774648,0.1769849155088448,0.124688715,0.0043014845831747,0.004788928464256878,0.005165874,0.9262295081967212,0.9013237799184686,0.834574,37,3,0.1,0.2740740740740741
776,398.5705357142857,340.1701,0.1623711340206185,0.1769849155088448,0.124688715,0.0043884090275842,0.004788928464256878,0.005165874,0.9,0.9013237799184686,0.834574,37,3,0.1,0.2740740740740741
