actual_completion_time,predicted_completion_time,actual_orders_per_step,predicted_orders_per_step,actual_robot_efficiency,predicted_robot_efficiency,actual_completion_rate,predicted_completion_rate,num_robots,num_workstations,order_density
865,538.2530476190474,0.122543352601156,0.1309682353634801,0.0049017341040462,0.005238729414539163,0.8983050847457628,0.9011527439050211,25,3,0.1
976,538.2530476190474,0.1239754098360655,0.1309682353634801,0.0049590163934426,0.005238729414539163,0.9166666666666666,0.9011527439050211,25,3,0.1
809,538.2530476190474,0.1186650185414091,0.1309682353634801,0.0047466007416563,0.005238729414539163,0.9504950495049505,0.9011527439050211,25,3,0.1
1823,1190.9223214285712,0.1278113000548546,0.1403063600177293,0.0051124520021941,0.005612254400709126,0.966804979253112,0.965284844978102,25,3,0.2
1935,1190.9223214285712,0.1209302325581395,0.1403063600177293,0.0048372093023255,0.005612254400709126,0.9873417721518988,0.965284844978102,25,3,0.2
1777,1190.9223214285712,0.1378728193584693,0.1403063600177293,0.0055149127743387,0.005612254400709126,0.9315589353612168,0.965284844978102,25,3,0.2
2667,1977.1553333333331,0.1338582677165354,0.12783112894271917,0.0053543307086614,0.005113245157708701,0.9754098360655736,0.9795266985630617,25,3,0.3
2748,1977.1553333333331,0.1324599708879185,0.12783112894271917,0.0052983988355167,0.005113245157708701,0.986449864498645,0.9795266985630617,25,3,0.3
2960,1977.1553333333331,0.125,0.12783112894271917,0.005,0.005113245157708701,0.9762532981530344,0.9795266985630617,25,3,0.3
474,334.3040158730157,0.1075949367088607,0.10145604438274013,0.0043037974683544,0.004058241775309559,0.7846153846153846,0.7535883614976917,25,4,0.05
523,334.3040158730157,0.1051625239005736,0.10145604438274013,0.0042065009560229,0.004058241775309559,0.9166666666666666,0.7535883614976917,25,4,0.05
594,334.3040158730157,0.101010101010101,0.10145604438274013,0.004040404040404,0.004058241775309559,0.967741935483871,0.7535883614976917,25,4,0.05
922,620.6236666666666,0.1182212581344902,0.13272113704793845,0.0047288503253796,0.005308845481917516,0.9008264462809916,0.9339426606421339,25,4,0.1
985,620.6236666666666,0.1258883248730964,0.13272113704793845,0.0050355329949238,0.005308845481917516,0.96875,0.9339426606421339,25,4,0.1
991,620.6236666666666,0.1200807265388496,0.13272113704793845,0.0048032290615539,0.005308845481917516,0.9296875,0.9339426606421339,25,4,0.1
1804,1325.9421428571427,0.1358093126385809,0.13569597738198097,0.0054323725055432,0.005427839095279204,0.9607843137254902,0.967981160079876,25,4,0.2
1790,1325.9421428571427,0.135754189944134,0.13569597738198097,0.0054301675977653,0.005427839095279204,0.9642857142857144,0.967981160079876,25,4,0.2
1705,1325.9421428571427,0.1331378299120234,0.13569597738198097,0.0053255131964809,0.005427839095279204,0.9826839826839828,0.967981160079876,25,4,0.2
2705,1746.355999999999,0.1382624768946395,0.1421230878015445,0.0055304990757855,0.00568492351206173,0.9946808510638298,0.9786013006518022,25,4,0.3
2578,1746.355999999999,0.1322730799069045,0.1421230878015445,0.0052909231962761,0.00568492351206173,0.96875,0.9786013006518022,25,4,0.3
2795,1746.355999999999,0.1277280858676207,0.1421230878015445,0.0051091234347048,0.00568492351206173,0.978082191780822,0.9786013006518022,25,4,0.3
462,274.62105555555553,0.1082251082251082,0.10948040358468476,0.0043290043290043,0.004379216143387322,0.9433962264150944,0.7221362826767713,25,5,0.05
538,274.62105555555553,0.104089219330855,0.10948040358468476,0.0041635687732342,0.004379216143387322,0.9032258064516128,0.7221362826767713,25,5,0.05
441,274.62105555555553,0.1179138321995464,0.10948040358468476,0.0047165532879818,0.004379216143387322,0.8813559322033898,0.7221362826767713,25,5,0.05
856,658.3444047619049,0.1261682242990654,0.12495054669088314,0.0050467289719626,0.004998021867635306,0.9152542372881356,0.957835520158525,25,5,0.1
855,658.3444047619049,0.1204678362573099,0.12495054669088314,0.0048187134502923,0.004998021867635306,0.865546218487395,0.957835520158525,25,5,0.1
933,658.3444047619049,0.1168274383708467,0.12495054669088314,0.0046730975348338,0.004998021867635306,0.9008264462809916,0.957835520158525,25,5,0.1
2060,1177.9301309523808,0.1228155339805825,0.1398834445848832,0.0049126213592233,0.005595337783395279,0.9844357976653696,0.9446061162791426,25,5,0.2
2125,1177.9301309523808,0.1237647058823529,0.1398834445848832,0.0049505882352941,0.005595337783395279,0.970479704797048,0.9446061162791426,25,5,0.2
2062,1177.9301309523808,0.1333656644034917,0.1398834445848832,0.0053346265761396,0.005595337783395279,0.985663082437276,0.9446061162791426,25,5,0.2
2590,1805.1105000000007,0.1351351351351351,0.14553693381927113,0.0054054054054054,0.0058214773527708,0.9722222222222222,0.9799143135239048,25,5,0.3
3009,1805.1105000000007,0.1279494848786972,0.14553693381927113,0.0051179793951478,0.0058214773527708,0.9897172236503856,0.9799143135239048,25,5,0.3
2710,1805.1105000000007,0.1269372693726937,0.14553693381927113,0.0050774907749077,0.0058214773527708,0.9690140845070424,0.9799143135239048,25,5,0.3
534,297.5889523809524,0.1104868913857678,0.10874792836200362,0.0044194756554307,0.004349917134480105,0.8805970149253731,0.7114212044422474,25,6,0.05
603,297.5889523809524,0.1077943615257048,0.10874792836200362,0.0043117744610281,0.004349917134480105,0.9558823529411764,0.7114212044422474,25,6,0.05
516,297.5889523809524,0.1162790697674418,0.10874792836200362,0.0046511627906976,0.004349917134480105,0.8955223880597015,0.7114212044422474,25,6,0.05
1004,538.2178571428573,0.1205179282868526,0.12532723216555913,0.0048207171314741,0.005013089286622296,0.9453125,0.8789932337567123,25,6,0.1
1026,538.2178571428573,0.1198830409356725,0.12532723216555913,0.0047953216374269,0.005013089286622296,0.9389312977099236,0.8789932337567123,25,6,0.1
987,538.2178571428573,0.1225937183383991,0.12532723216555913,0.0049037487335359,0.005013089286622296,0.9097744360902256,0.8789932337567123,25,6,0.1
2027,1216.0220753968254,0.125801677355698,0.1312096900817615,0.0050320670942279,0.0052483876032704295,0.9770114942528736,0.9548215964251316,25,6,0.2
2111,1216.0220753968254,0.1198484130743723,0.1312096900817615,0.0047939365229748,0.0052483876032704295,0.98828125,0.9548215964251316,25,6,0.2
1958,1216.0220753968254,0.1276813074565883,0.1312096900817615,0.0051072522982635,0.0052483876032704295,0.9689922480620154,0.9548215964251316,25,6,0.2
3164,1725.5787142857146,0.1245259165613147,0.13509314777151324,0.0049810366624525,0.00540372591086046,0.9752475247524752,0.9609813037685123,25,6,0.3
2900,1725.5787142857146,0.1282758620689655,0.13509314777151324,0.0051310344827586,0.00540372591086046,0.992,0.9609813037685123,25,6,0.3
2998,1725.5787142857146,0.133422281521014,0.13509314777151324,0.0053368912608405,0.00540372591086046,0.9803921568627452,0.9609813037685123,25,6,0.3
329,136.18107142857144,0.1489361702127659,0.09838464269460338,0.0040253018976423,0.0023424914927285922,0.8448275862068966,0.36506469840227324,37,2,0.05
348,136.18107142857144,0.1235632183908046,0.09838464269460338,0.0033395464429947,0.0023424914927285922,0.7678571428571429,0.36506469840227324,37,2,0.05
307,136.18107142857144,0.1400651465798045,0.09838464269460338,0.0037855445021568,0.0023424914927285922,0.9148936170212766,0.36506469840227324,37,2,0.05
584,381.64689285714275,0.172945205479452,0.1882322207322774,0.0046741947426878,0.004481719541244635,0.9017857142857144,0.8628684372640316,37,2,0.1
783,381.64689285714275,0.1787994891443167,0.1882322207322774,0.004832418625522,0.004481719541244635,0.9790209790209792,0.8628684372640316,37,2,0.1
750,381.64689285714275,0.1773333333333333,0.1882322207322774,0.0047927927927927,0.004481719541244635,0.9568345323741008,0.8628684372640316,37,2,0.1
1413,763.352023809524,0.1769285208775654,0.22009460553158244,0.0047818519156098,0.005240347750751914,0.946969696969697,0.9536596144315256,37,2,0.2
1318,763.352023809524,0.180576631259484,0.22009460553158244,0.0048804494934995,0.005240347750751914,0.9794238683127572,0.9536596144315256,37,2,0.2
1252,763.352023809524,0.1932907348242811,0.22009460553158244,0.0052240739141697,0.005240347750751914,0.937984496124031,0.9536596144315256,37,2,0.2
2182,1069.8675714285716,0.1700274977085243,0.22639949495839964,0.004595337775906,0.005390464165676147,0.9840848806366048,0.9553059326894126,37,2,0.3
1863,1069.8675714285716,0.1900161030595813,0.22639949495839964,0.0051355703529616,0.005390464165676147,0.9365079365079364,0.9553059326894126,37,2,0.3
1987,1069.8675714285716,0.1887267237040765,0.22639949495839964,0.0051007222622723,0.005390464165676147,0.9615384615384616,0.9553059326894126,37,2,0.3
387,175.2369841269841,0.1524547803617571,0.12510177814871604,0.0041203994692366,0.0029786137654455717,0.7662337662337663,0.5309903631107766,37,3,0.05
343,175.2369841269841,0.1486880466472303,0.12510177814871604,0.0040185958553305,0.0029786137654455717,0.8095238095238095,0.5309903631107766,37,3,0.05
263,175.2369841269841,0.1406844106463878,0.12510177814871604,0.0038022813688212,0.0029786137654455717,0.74,0.5309903631107766,37,3,0.05
710,405.2562857142857,0.1591549295774648,0.19376325055952828,0.0043014845831747,0.0046134107276077805,0.9262295081967212,0.9080822476742911,37,3,0.1
776,405.2562857142857,0.1623711340206185,0.19376325055952828,0.0043884090275842,0.0046134107276077805,0.9,0.9080822476742911,37,3,0.1
740,405.2562857142857,0.1621621621621621,0.19376325055952828,0.0043827611395178,0.0046134107276077805,0.9448818897637796,0.9080822476742911,37,3,0.1
1667,840.2376666666668,0.1529694061187762,0.21285985244191405,0.0041343082734804,0.0050680917248074435,0.9770114942528736,0.9600971447880257,37,3,0.2
1319,840.2376666666668,0.180439727065959,0.21285985244191405,0.004876749380161,0.0050680917248074435,0.967479674796748,0.9600971447880257,37,3,0.2
1388,840.2376666666668,0.1851585014409222,0.21285985244191405,0.0050042838227276,0.0050680917248074435,0.9846743295019156,0.9600971447880257,37,3,0.2
1694,1149.2682142857138,0.1942148760330578,0.21099526150269438,0.0052490507035961,0.005023696702445052,0.9454022988505748,0.956542956688266,37,3,0.3
1843,1149.2682142857138,0.1893651654910472,0.21099526150269438,0.0051179774457039,0.005023696702445052,0.9721448467966574,0.956542956688266,37,3,0.3
1950,1149.2682142857138,0.1902564102564102,0.21099526150269438,0.0051420651420651,0.005023696702445052,0.9712041884816754,0.956542956688266,37,3,0.3
384,205.84716666666668,0.1458333333333333,0.16925288640243238,0.0039414414414414,0.004029830628629291,0.8235294117647058,0.7448341113713915,37,4,0.05
361,205.84716666666668,0.1468144044321329,0.16925288640243238,0.0039679568765441,0.004029830628629291,0.8983050847457628,0.7448341113713915,37,4,0.05
273,205.84716666666668,0.1501831501831501,0.16925288640243238,0.004059004059004,0.004029830628629291,0.82,0.7448341113713915,37,4,0.05
656,414.64330158730155,0.1768292682926829,0.17948603723673845,0.0047791694133157,0.004273477077065136,0.9666666666666668,0.9083340778456339,37,4,0.1
739,414.64330158730155,0.162381596752368,0.17948603723673845,0.004388691804118,0.004273477077065136,0.9523809523809524,0.9083340778456339,37,4,0.1
708,414.64330158730155,0.1751412429378531,0.17948603723673845,0.0047335471064284,0.004273477077065136,0.9323308270676692,0.9083340778456339,37,4,0.1
1624,760.4454801587301,0.1631773399014778,0.2110443301954716,0.0044101983757156,0.005024865004654062,0.9814814814814816,0.9511407433960793,37,4,0.2
1453,760.4454801587301,0.1706813489332415,0.2110443301954716,0.0046130094306281,0.005024865004654062,0.992,0.9511407433960793,37,4,0.2
1253,760.4454801587301,0.1955307262569832,0.2110443301954716,0.0052846142231617,0.005024865004654062,0.9879032258064516,0.9511407433960793,37,4,0.2
2146,1151.9267619047616,0.1915191053122087,0.21503850956723383,0.0051761920354651,0.005119964513505517,0.9832535885167464,0.9784919632796572,37,4,0.3
1930,1151.9267619047616,0.182901554404145,0.21503850956723383,0.004943285254166,0.005119964513505517,0.9805555555555556,0.9784919632796572,37,4,0.3
2133,1151.9267619047616,0.1758087201125175,0.21503850956723383,0.004751587030068,0.005119964513505517,0.9765625,0.9784919632796572,37,4,0.3
399,151.70550793650796,0.1353383458646616,0.12068201987710901,0.0036577931314773,0.0028733814256454316,0.8709677419354839,0.4895581663518651,37,5,0.05
325,151.70550793650796,0.1384615384615384,0.12068201987710901,0.0037422037422037,0.0028733814256454316,0.8181818181818182,0.4895581663518651,37,5,0.05
428,151.70550793650796,0.1565420560747663,0.12068201987710901,0.004230866380399,0.0028733814256454316,0.8481012658227848,0.4895581663518651,37,5,0.05
582,448.04822619047627,0.1752577319587628,0.1891079744032021,0.0047366954583449,0.004502570819123839,0.9026548672566372,0.9393152421399682,37,5,0.1
690,448.04822619047627,0.1826086956521739,0.1891079744032021,0.0049353701527614,0.004502570819123839,0.9402985074626866,0.9393152421399682,37,5,0.1
630,448.04822619047627,0.146031746031746,0.1891079744032021,0.0039468039468039,0.004502570819123839,0.9787234042553192,0.9393152421399682,37,5,0.1
1262,773.8311904761904,0.1885895404120443,0.21204850450815116,0.0050970146057309,0.0050487739168606875,0.967479674796748,0.9448149477776944,37,5,0.2
1403,773.8311904761904,0.1703492516037063,0.21204850450815116,0.0046040338271271,0.0050487739168606875,0.9484126984126984,0.9448149477776944,37,5,0.2
1376,773.8311904761904,0.1795058139534883,0.21204850450815116,0.0048515084852294,0.0050487739168606875,0.9573643410852714,0.9448149477776944,37,5,0.2
1884,1206.763857142857,0.1863057324840764,0.20290705863096822,0.0050352900671372,0.004831120443594451,0.9538043478260868,0.9776076925398565,37,5,0.3
2025,1206.763857142857,0.1797530864197531,0.20290705863096822,0.0048581915248581,0.004831120443594451,0.978494623655914,0.9776076925398565,37,5,0.3
1973,1206.763857142857,0.1865179929042068,0.20290705863096822,0.0050410268352488,0.004831120443594451,0.9735449735449736,0.9776076925398565,37,5,0.3
345,167.62377380952378,0.136231884057971,0.11029461202066543,0.0036819428123775,0.0026437052684394665,0.9215686274509804,0.5072695352669896,37,6,0.05
386,167.62377380952378,0.155440414507772,0.11029461202066543,0.0042010922839938,0.0026437052684394665,0.9230769230769232,0.5072695352669896,37,6,0.05
311,167.62377380952378,0.1318327974276527,0.11029461202066543,0.0035630485791257,0.0026437052684394665,0.8913043478260869,0.5072695352669896,37,6,0.05
797,397.4042500000001,0.1668757841907152,0.1886244727907335,0.0045101563294787,0.004491058875969813,0.9637681159420288,0.9248575241396888,37,6,0.1
762,397.4042500000001,0.1587926509186351,0.1886244727907335,0.0042916932680712,0.004491058875969813,0.9758064516129032,0.9248575241396888,37,6,0.1
844,397.4042500000001,0.1492890995260663,0.1886244727907335,0.0040348405277315,0.004491058875969813,0.9545454545454546,0.9248575241396888,37,6,0.1
1357,809.8262142857144,0.1768607221812822,0.20561830916743226,0.004780019518413,0.004895674027795974,0.9375,0.9628857778403899,37,6,0.2
1254,809.8262142857144,0.1746411483253588,0.20561830916743226,0.0047200310358205,0.004895674027795974,0.9864864864864864,0.9628857778403899,37,6,0.2
1199,809.8262142857144,0.1843202668890742,0.20561830916743226,0.0049816288348398,0.004895674027795974,0.965065502183406,0.9628857778403899,37,6,0.2
2139,1095.0733333333335,0.1799906498363721,0.22784604788969554,0.0048646121577397,0.005424905902135595,0.9922680412371134,0.9630420336913277,37,6,0.3
2003,1095.0733333333335,0.1857214178731902,0.22784604788969554,0.0050194977803564,0.005424905902135595,0.96875,0.9630420336913277,37,6,0.3
2124,1095.0733333333335,0.1817325800376648,0.22784604788969554,0.0049116913523693,0.005424905902135595,0.9897435897435898,0.9630420336913277,37,6,0.3
196,136.18107142857144,0.2602040816326531,0.09838464269460338,0.0041302235179786,0.0023424914927285922,0.7846153846153846,0.36506469840227324,63,2,0.05
284,136.18107142857144,0.2323943661971831,0.09838464269460338,0.0036887994634473,0.0023424914927285922,0.868421052631579,0.36506469840227324,63,2,0.05
170,136.18107142857144,0.1117647058823529,0.09838464269460338,0.0017740429505135,0.0023424914927285922,0.4222222222222222,0.36506469840227324,63,2,0.05
389,381.64689285714275,0.2699228791773779,0.1882322207322774,0.0042844901456726,0.004481719541244635,0.8333333333333334,0.8628684372640316,63,2,0.1
478,381.64689285714275,0.2803347280334728,0.1882322207322774,0.0044497575878329,0.004481719541244635,0.881578947368421,0.8628684372640316,63,2,0.1
358,381.64689285714275,0.2541899441340782,0.1882322207322774,0.0040347610180012,0.004481719541244635,0.7647058823529411,0.8628684372640316,63,2,0.1
758,763.352023809524,0.2836411609498681,0.22009460553158244,0.0045022406499979,0.005240347750751914,0.9598214285714286,0.9536596144315256,63,2,0.2
1111,763.352023809524,0.2079207920792079,0.22009460553158244,0.0033003300330033,0.005240347750751914,0.9746835443037974,0.9536596144315256,63,2,0.2
1172,763.352023809524,0.2116040955631399,0.22009460553158244,0.0033587951676688,0.005240347750751914,0.9612403100775194,0.9536596144315256,63,2,0.2
1666,1069.8675714285716,0.2232893157262905,0.22639949495839964,0.0035442748527982,0.005390464165676147,0.9712793733681462,0.9553059326894126,63,2,0.3
